Routing Number,Name,City,State
021502804,ORIENTAL BANK,SAN JUAN,PR
021502914,ORIENTAL BANK AND TRUST,SAN JUAN,PR
021502930,ORIENTAL BANK AND TRUST,SAN JUAN,PR
021502943,ORIENTAL BANK AND TRUST,SAN JUAN,PR
021508086,STERN INTERNATIONAL BANK LLC,GUAYNABO,PR
021508099,INTERCAM BANCO INTERNACIONAL  INC,GUAYNABO,PR
021508112,COOP AHORRO Y CRED DEL SINDICATO PR,SAN JUAN,PR
021508183,ORIENTAL BANK,CHARLOTTE,NC
021508206,STERN INTERNATIONAL BANK LLC,SAN JUAN,PR
021582662,COOPERATIVA A/C CAGUAS,CAGUAS,PR
021582691,COOP DE AHORRA Y CREDITO AIBONITENA,AIBONITO,PR
021582701,COOP. A/C SAULO D. RODRIGUEZ,GURABO,PR
021582714,COOPERATIVA A/C LA COMERIENA,COMERIO,PR
021582727,COOP.SAGRADA FAMILIA SANTA JUANITA,COROZAL,PR
021582730,COOP. DE A/C CIDRENA,CIDRA,PR
021582743,COOP. A/C SAN JOSE,AIBONITO,PR
021582756,COOPERATIVA A/C AGUAS BUENAS,AGUAS BUENAS,PR
021582769,COOP A/C LA SAGRADA FAMILIA,COROZAL,PR
021582785,COOPERATIVA A/C DE ISABELA,ISABELA,PR
021582798,COOPERATIVA A/C SAN RAFAEL,QUEBRADILLAS,PR
021582808,COOP. DE A/C FAMILIAR PROGRESISTA,PUERTO NUEVO,PR
021582824,COOP. DE A/C MOROVENA,MOROVIS,PR
021582837,COOPERATIVA DE A Y C DE LA AAA,HATO REY,PR
021582853,COOP DE AHORRO Y CREDITO LAS PIEDRAS,LAS PIEDRAS,PR
021582866,COOP. A/C SAN MIGUEL,NARANJITO,PR
021582879,COOP A/C CACSI SANTA ISABEL,SANTA ISABEL,PR
021582905,MEDICOOP,SAN JUAN,PR
021582918,COOPERATIVA DE AHORRO CR LA SAGRADA,COROZAL,PR
021582921,COOPERATIVA A/C ELECTRO-COOP.,SAN JUAN,PR
021582934,COOPERATIVA A/C AGUADILLA,AGUADILLA ,PR
021582947,COOP A/C CRISTOBAL RODRIGUEZ HIDALGO,COAMO,PR
021582950,COOP. AHORRO Y CREDITO DE FLORIDA,FLORIDA,PR
021582963,COOPERATIVA AHORRO Y CRED CUPEY ALTO,SAN JUAN,PR
021582976,COOPERATIVA A/C DE RINCON,RINCON,PR
021582989,COOPERATIVA DE A/C CIALES,CIALES,PR
021583001,MERCI COOP DE PUERTO RICO,SAN LORENZO,PR
021583027,COOP AHORRO Y CREDITO VEGA ALTA,VEGA ALTA,PR
021583030,COOPERATIVA DE A/C JESUS OBRERO,BARRIO RIO  GUAYNABO,PR
021583043,COOP. A/C TRIB GEN DE JUSTICIA,SAN JUAN,PR
021583056,COOP DE A/C CIALES,CIALES,PR
021583069,COOPERATIVA DE A/C CIVICO PONCENA,PONCE,PR
021583098,COOP. AHORRO Y CREDITO ADJUNTAS,ADJUNTAS,PR
021583108,COOP A/C NUESTRA SRA DELA CANDELARIA,MANATI,PR
021583111,COOP A/C SAN BLAS ILLESCAS,COAMO,PR
021583137,COOPERATIVA A/C DE RINCON,RINCON,PR
021583140,COOP DE AHORRO Y CREDITO NAGUABENA,NAGUABO,PR
021583179,COOP. A/C HOGAR CRISTIANO DE CIALES,CIALES,PR
021583195,COOP. DE A/C ABRAHAM ROSA,TOA BAJA,PR
021583218,COOPERATIVA A/C LARES REGION CENTRAL,LANES,PR
021583276,COOPERATIVA DE A/C CARIBE COOP,GUAYANILLA,PR
021583292,COOP A/C EMPL DEP EDUCACION,SAN JUAN,PR
021583302,COOP.A/C DE LA CASA DEL TRABAJADOR,SAN JUAN,PR
021583328,COOPERATIVA A/C CAPARRA,GUAYNABO,PR
021583331,COOP A/C ELI LILLY AND CO  INC.,CAROLINA,PR
021583344,COOP. A/C PUEBLOCOOP,CAROLINA,PR
021583357,COOP. FED. DE EMPLEADOS TELEFONICOS,SAN JUAN,PR
021583360,COOPERATIVA DE A/C MAYAGUEZ,MAYAGUEZ,PR
021583373,COOP. A/C BO. QUEBRADA,BO QUEBRADA CAMUY,PR
021583386,COOP DE A/C DE QUEBRADILLAS,QUEBRADILLAS,PR
021583412,COOP A/C OFICIALES DE CUSTODIA DE PR,SAN JUAN ,PR
021583483,COOPERATIVA ASOCIACIONE PARROQUIALES,VILLALBA,PR
021583506,COOPERATIVA A/C GERENCIALES AEE,SANTURCE,PR
021583535,COOPERATIVA DE AHORRO Y CREDITO SALI,SALINAS,PR
021583551,COOP. A/C LA REGLA DE ORO,BAYAMON,PR
021583577,COOPERATIVA A/C DE RINCON,RINCON,PR
021583593,COOPERATIVA DE AHORRO Y CREDITOVILLA,VILLALBA,PR
021583603,COOP. A/C DE LA ASSN. DE MAESTROS PR,SAN JUAN,PR
021583658,COOP A/C EMP. AUTO ENERGIA ELECTRICA,SAN JUAN,PR
021583726,COOP. DE A/C EMP. DEL CENTRO MEDICO,SAN JUAN,PR
021583771,UNIVERSAL COOP FCU,RIO GRANDE,PR
021584149,COOP A/C FED MAESTROS PR,SAN JUAN,PR
021584165,COOP EMPLEADOS AGENCIAS AGRICOLAS PR,SAN JUAN,PR
021584178,COOP DE A/C DE LA UNIVERSDAD DE PR,SAN JUAN,PR
021584181,COOP A/C EMP MUN GUAYNABO,GUAYNABO,PR
021584217,COOPERATIVA DE A/C LOS HERMANOS,SAN JUAN,PR
021584275,COOPERATIVA DE A/C UTI DE PR,SAN JUAN,PR
021584291,COOP. A/C DEPT. AGRICULTURA PR,SANTURCE,PR
021584314,COOP MIEMBROS UNION DE TRONQUISTAS,SAN JUAN,PR
021584330,PUERTO RICO FEDERAL CREDIT UNION,SAN JUAN,PR
021584385,COOP. A/C EMP DEPT HACIENDA,SAN JUAN,PR
021584424,COOPERATIVE A/C EMPLS. SUBSIDIARIAS,SAN ANTONIO,PR
021584479,V.A.P.R FEDERAL CREDIT UNION,SAN JUAN,PR
021584495,COOP A/C CENTRA GUB MINILLAS,SAN JUAN,PR
021584631,COOPERATIVA DE A/C EMP GRUPO HIMA,CAGUAS,PR
021584657,COOPERATIVA A/C RICO DAIRY,SAN JUAN,PR
021584686,COOPERATIVA A/C METODISTAS,SAN JUAN,PR
021584712,COOPERATIVA DE AHORRO Y CREDITO TUCO,SAN JUAN,PR
021606056,ORIENTAL BANK,SAN JUAN,PR
021606069,ORIENTAL BANK,SAN JUAN,PR
021606580,BANCO POPULAR DE PR,SAN JUAN,PR
021606674,BANCO POPULAR DE PR,SAN JUAN,PR
021606690,UNITED FIDELITY BANK  FSB,EVANSVILLE,IN
021606742,MERCHANTS COMMERCIAL BANK,ST THOMAS,VI
021683781,CHRISTIANSTED FEDERAL CR UNION,CHRISTIANSTED,VI
021683794,FREDERIKSTED FCU,ST CROIX,VI
021684133,MID-ISLAND FEDERAL CREDIT UNION,CHRISTIANSTED,VI
021902352,BANK OF NEW YORK MELLON,PITTSBURGH,PA
021902475,ORANGE BANK & TRUST COMPANY,MIDDLETOWN ,NY
021905977,KEY BANK,ALBANY,NY
021906471,M & T BANK,AMHERST,NY
021906808,PUTNAM COUNTY NATIONAL BANK,CARMEL,NY
021906934,KEY BANK,ALBANY,NY
021907315,WEBSTER BANK  N.A.,NEW BRITIAN,CT
021907577,M & T BANK,AMHERST,NY
021907975,BANK OF MILLBROOK,MILLBROOK,NY
021908275,BANK OF MILLBROOK,MILLBROOK,NY
021908288,BANK OF NEW YORK MELLON,PITTSBURG,PA
021909300,WEBSTER BANK  N.A.,NEW BRITIAN,CT
021909342,JEFF BANK,JEFFERSONVILLE,NY
021911343,SALISBURY BANK & TRUST CO,LAKEVILLE,CT
021911369,OCEANFIRST BANK,TOMS RIVER,NJ
021911398,TOMPKINS COMMUNITY BANK,ITHACA,NY
021912410,WEBSTER BANK  N.A.,NEW BRITIAN,CT
021912915,TD BANK USA  N.A.,LEWISTON,ME
021912928,CATSKILL HUDSON BANK,MIDDLETOWN,NY
021913626,FLAGSTAR BANK  NA,HICKSVILLE,NY
021913639,CONNECTIONE BANK,ENGLEWOOD CLIFFS,NJ
021913642,PCSB BANK,BREWSTER,NY
021913655,WEBSTER BANK  N.A.,NEW BRITIAN,CT
021913862,EMPIRE STATE BANK,NEWBURGH,NY
021914078,CUSTOMERS BANK,PHOENIXVILLE,PA
021914544,VALLEY NATIONAL BANK,WAYNE,NJ
021973019,WEBSTER BANK  N.A.,NEW BRITAIN,CT
021983258,O&R UTILITIES EMPLOYEES FCU,MONROE,NY
022000020,HSBC BANK USA  N.A,BUFFALO,NY
022000046,M & T BANK,AMHERST,NY
022000127,BANK OF AMERICA  N.A.,HENRICO,VA
022000839,KEY BANK,ALBANY,NY
022000842,JPMORGAN CHASE BANK  NA,TAMPA,FL
022000868,CITIBANK NA,NEW CASTLE,DE
022072692,KEYBANK NATIONAL ASSOCIATION,ALBANY,NY
022083649,KALEIDA HEALTH FCU,BUFFALO,NY
022083665,GOOD NEIGHBORS FEDERAL CREDIT UNION,DEPEW,NY
022083694,TOWN OF CHEEKTOWAGA FCU,CHEEKTOWAGA,NY
022083830,KALEIDA HEALTH FCU,BUFFALO,NY
022300160,BANK OF AMERICA  N.A.,RICHMOND,VA
022300173,JPMORGAN CHASE BANK  NA,TAMPA,FL
022300186,HSBC BANK  USA,BUFFALO,NY
022302689,COMMUNITY BANK  N.A.,CANTON,NY
022302786,COMMUNITY BANK  NA,CANTON,NY
022302935,FIVE STAR BANK,WARSAW,NY
022303659,CANANDAIGUA NAT'L BANK & TR. CO.,CANANDAIGUA,NY
022304030,FIVE STAR BANK,WARSAW,NY
022304616,THE LYONS NATIONAL BANK,LYONS,NY
022305770,CNB BANK,CLEARFIELD,PA
022306258,FIVE STAR BANK,WARSAW,NY
022306782,CITIZENS & NORTHERN BANK,WELLSBORO,PA
022306818,TOMPKINS COMMUNITY BANK,ITHACA,NY
022306847,BANK OF CATTARAUGUS,CATTARAUGUS,NY
022306960,COMMUNITY BANK  N.A,CANTON,NY
022307600,BANK OF HOLLAND,EAST AURORA,NY
022307820,CATTARAUGUS COUNTY BANK,LITTLE VALLEY,NY
022309226,FIVE STAR BANK,WARSAW,NY
022309239,CITIBANK - NEW YORK STATE,ENGLEWOOD CLIFFS,NJ
022309352,FIVE STAR BANK,WARSAW,NY
022309611,ALDEN STATE BK,ALDEN,NY
022309682,FIVE STAR BANK,WARSAW,NY
022310121,EVANS BANK  NATIONAL ASSOCIATION,HAMBURG,NY
022310422,CITIBANK-NEW YORK STATE,ENGLEWOOD CLIFFS,NJ
022311117,SAVANNAH BANK  N.A.,SAVANNAH,NY
022313021,GENESEE REGIONAL BANK,ROCHESTER,NY
022314020,EVANS NATIONAL BANK,HAMBURG,NY
022314237,GENESEE REGIONAL BANK,ROCHESTER,NY
022314334,WAYNE BANK,HONESDALE,PA
022383585,GREATER CHAUTAUQUA FCU,FALCONER,NY
022383598,LOCAL #41 IBEW FEDERAL CREDIT UNION,ORCHARD PARK,NY
022383750,GREATER CHAUTAUQUA FCU,FALCONER,NY
022383815,ALLEGANY COUNTY SCHOOLS FCU,FILLMORE,NY
022383844,GREATER NIAGARA FCU,NIAGARA FALLS,NY
022383983,SENECA NATION OF INDIANS FCU,IRVING,NY
026000110,UNITED BANK FOR AFRICA PLC,NEW YORK,NY
026001122,NORTHERN TRUST INT'L BANKING CORP.,JERSEY CITY,NJ
026001423,CATHAY BANK,ROSEMEAD,CA
026001465,EASTBANK  N.A.,NEW YORK,NY
026001591,STANDARD CHARTERED BANK,NEW YORK,NY
026001847,BANCO BILBAO VIZCAYA ARGENTARIA SA,NEW YORK,NY
026002561,STANDARD CHARTERED BANK,NEWARK,NJ
026002574,BARCLAYS BANK PLC,NEW YORK,NY
026002626,HSBC BANK  USA,BUFFALO,NY
026002752,UNITED ORIENT BANK,NEW YORK,NY
026002794,BANK LEUMI USA,NEW YORK,NY
026002846,METROPOLITAN BANK AND TRUST CO.,NEW YORK,NY
026002927,CATHAY BANK,ROSEMEAD,CA
026002956,COMMERCEBANK NY,NEW YORK,NY
026003007,PHILIPPINE NAT'L BK  NY BRANCH,NEW YORK,NY
026003023,SAFRA NATIONAL BANK OF NEW YORK,NEW YORK,NY
026003243,TD BANK  NA,LEWISTON,ME
026003269,BANK OF CHINA  NEW YORK,NEW YORK,NY
026003272,KEB HANA BANK USA  N.A.,NEW YORK,NY
026003353,WEBSTER BANK  N.A.,NEW BRITIAN,CT
026003379,AMALGAMATED BANK,NEW YORK,NY
026003557,BANCO DO BRASIL - NEW YORK BRANCH,ORLANDO,FL
026003780,DEUTSCHE BANK  A.G.,NEW YORK,NY
026004093,ROYAL BANK OF CANADA,NEW YORK,NY
026004226,SOCIETE GENERALE,NEW YORK,NY
026004297,NEWTEK BANK  NA,FLUSHING,NY
026004307,MIZUHO BANK  LTD. NEW YORK BRANCH,NEW YORK,NY
026004624,MODERN BANK  NA,NEW YORK,NY
026004721,NATIONAL BANK OF PAKISTAN,NEW YORK,NY
026004802,BROWN BROTHERS HARRIMAN,JERSEY CITY,NJ
026004828,HSBC BANK USA,BUFFALO,NY
026004860,BANCO BRADESCO S.A.,NEW YORK,NY
026004970,EAST WEST BANK,EL MONTE,CA
026005050,MUFG UNION BANK  N.A.,SAN DIEGO,CA
026005319,INTESA SANPAOLO S.P.A.,NEW YORK,NY
026005322,BANK OF BARODA,NEW YORK,NY
026005458,BANK OF INDIA,NEW YORK,NY
026005487,NATIONAL BANK OF CANADA  NY BRANCH,NEW YORK,NY
026005652,BANCO DE CHILE-N.Y. BRANCH,ENGLEWOOD CLIFFS,NJ
026005911,SHANGHAI COMMERCIAL BANK,NEW YORK,NY
026006237,INTERAUDI BANK,NEW YORK,NY
026006790,MERCHANTS BK OF NY DIV. OF VALLEY NB,WAYNE,NJ
026007362,HABIB AMERICAN BANK,NEW YORK,NY
026007443,WOORI AMERICA BANK,NEW YORK,NY
026007582,FLAGSTAR BANK  NA,HICKSVILLE,NY
026007689,BNP PARIBAS,NEW YORK,NY
026007692,BANCO SANTANDER  S.A.,NEW YORK,NY
026007773,WEBSTER BANK  N.A.,NEW BRITIAN,CT
026007922,FTC,KANSAS CITY,MO
026007993,UBS AG,NEW YORK,NY
026008044,COMMERZBANK AKTIENGESELLSCHAFT,NEW YORK,NY
026008206,MIZUHO CORPORATE BANK  LTD,NEW YORK,NY
026008248,KBC BANK  N.V.,NEW YORK,NY
026008536,UNICREDIT S.P.A.,NEW YORK,NY
026008691,BANGKOK BANK PUBLIC CO.  LTD.,NEW YORK,NY
026008756,BESSEMER TRUST CO. N.A.,WOODBRIDGE,NJ
026008808,BAYERISCHE HYPO UND VEREINSBANK AG,NEW YORK,NY
026008811,POPULAR BANK,NEW YORK,NY
026008853,FLAGSTAR BANK  NA,HICKSVILLE,NY
026008866,BK HAPOALIM B M,NEW YORK,NY
026008905,MIZUHO BANK (USA),NEW YORK,NY
026009085,MEGA INTERNATIONAL COMMERCIAL BK,NEW YORK,NY
026009140,STATE BANK OF INDIA,NEW YORK,NY
026009551,BANCO POPULAR  NORTH AMERICA,NEW YORK,NY
026009593,BANK OF AMERICA N.A.,RICHMOND,VA
026009632,MUFG BANK  LTD. NEW YORK BRANCH,NEW YORK,NY
026009645,CITIBANK N.A.,ENGLEWOOD CLIFFS,NJ
026009674,SUMITOMO MITSUI BANKING CORP,NEW YORK,NY
026009739,FEDERAL HOME LOAN BANK OF N.Y.,JERSEY CITY,NJ
026009768,ISRAEL DISCOUNT BK OF NY,NEW YORK,NY
026010058,SANTANDER BANK,READING,PA
026010605,WEBSTER BANK  N.A.,NEW BRITIAN,CT
026010773,DELTA NATIONAL BANK & TRUST COMPANY,NEW YORK,NY
026010786,NORDEA BK ABP NEW YORK BRANCH,NEW YORK,NY
026010825,CATHAY BANK,ROSEMEAD,CA
026010948,INDUSTRIAL & COMM. BNK OF CHINA  NA,NEW YORK,NY
026011358,VALLEY NATIONAL BANK,WAYNE,NJ
026011484,AMERASIA BANK,FLUSHING,NY
026011507,CAPITAL ONE  N.A.,RICHMOND,VA
026011701,CITIZENS BANK  NATIONAL ASSOCIATION,RIVERSIDE,RI
026011785,CHINATRUST BANK (U.S.A.),LOS ANGELES,CA
026011882,CITIBANK N.A.,ENGLEWOOD CLIFFS,NJ
026011921,THE BERKSHIRE BANK,NEW YORK,NY
026011963,SHINHAN BANK AMERICA,NEW YORK,NY
026012098,INDUSTRIAL BANK OF KOREA NY BRANCH,NEW YORK,NY
026012166,CITIZENS BANK  NATIONAL ASSOCIATION,RIVERSIDE,RI
026012483,CARVER FEDERAL SAVINGS BANK,BROOKLYN,NY
026012713,TURKIYE VAKIFLAR T.A.O.,NEW YORK,NY
026012881,WELLS FARGO BANK,MINNEAPOLIS,MN
026013136,NORTHFIELD BANK,WOODBRIDGE,NJ
026013165,BANK OF HOPE,LOS ANGELES,CA
026013220,FIRST REPUBLIC BANK,SAN FRANCISCO,CA
026013246,BANK OF HOPE,LOS ANGELES,CA
026013291,BANK OZK,OZARK,AR
026013356,METROPOLITAN COMMERCIAL BANK,NEW YORK,NY
026013408,ROYAL BUSINESS BANK,LOS ANGELES,CA
026013479,ALPINE CAPITAL BANK,NEW YORK,NY
026013576,SIGNATURE BANK,NEW YORK,NY
026013673,TD BANK NA,LEWISTON,ME
026013796,EAST WEST BANK,EL MONTE,CA
026013851,BANK OF EAST ASIA  LIMITED,NEW YORK,NY
026013916,EMIGRANT BANK,NEW YORK,NY
026013958,CITY NATIONAL BANK,LOS ANGELES,CA
026013990,PREFERRED BANK,LOS ANGELES,CA
026014135,SPRING BANK,BRONX,NY
026014193,TD BANK USA  NA,PORTLAND,ME
026014216,NEW BANK,FLUSHING,NY
026014245,GLOBAL BANK,NEW YORK,NY
026014384,ALMA BANK,ASTORIA,NY
026014407,HANOVER COMMUNITY BANK,GARDEN CITY PARK,NY
026014517,ALMA BANK,ASTORIA,NY
026014559,CHINA MERCHANTS BANK.  LIMITED,NEW YORK,NY
026014588,BANKUNITED  NATIONAL ASSOCIATION,MIAMI LAKES,FL
026014627,ITAU CORPBANCA  NEW YORK BRANCH,NEW YORK,NY
026014711,FEDERAL HOME LOAN BANK OF NY,JERSEY CITY,NJ
026014876,AMALGAMATED BANK,NEW YORK,NY
026014892,METROPOLITAN COMMERCIAL BANK,NEW YORK,NY
026014902,METROPOLITAN COMMERCIAL BANK,NEW YORK,NY
026014928,METROPOLITAN COMMERCIAL BANK,NEW YORK,NY
026015024,GRASSHOPPER BANK NATIONAL ASSOCIATIO,NEW YORK,NY
026015053,PIERMONT BANK  NA,NEW YORK,NY
026015079,GOLDMAN SACHS BANK USA,NEW YORK,NY
026015121,PIERMONT BANK,NEW YORK,NY
026072928,IGO BANK  A DIV OF FLUSHING SVGS BK,FLUSHING,NY
026072931,SAKS FIFTH AVENUE EFCU,NEW YORK,NY
026072973,FIRST CENTRAL SAVINGS BANK,GLEN COVE,NY
026072986,NEW YORK COMMERCIAL BANK,HICKSVILLE,NY
026073008,COMMUNITY FEDERAL SAVINGS BANK,NEW YORK,NY
026073066,ESQUIRE BANK  NATIONAL ASSOCIATION,JERICHO,NY
026073079,WELLS FARGO BANK  NA,MINNEAPOLIS,MN
026073082,BANCO POPULAR NORTH AMERICA,NEW YORK,NY
026073134,M.Y. SAFRA BANK  FSB,NEW YORK,NY
026073150,COMMUNITY FEDERAL SAVINGS BANK,NEW YORK,NY
026073163,CARVER FEDERAL SAVINGS BANK,NEW YORK,NY
026073189,ESQUIRE BANK  NA,OLDSMAR,FL
026082617,KOREAN AMERICAN CATHOLICS F.C.U.,FLUSHING,NY
026082620,PEOPLE'S ALLIANCE FCU,HAUPPAUGE,NY
026083470,LOCAL 804 F.C.U.,LONG ISLAND CITY,NY
026083713,NEIGHBORHOOD TRUST FCU,NEW YORK ,NY
026084246,FIRST ENTERTAINMENT CREDIT UNION,HOLLYWOOD,CA
026084262,BROOKLYN COOPERATIVE FCU,BROOKLYN,NY
026084466,ACTORS FEDERAL CREDIT UNION,NEW YORK,NY
026084482,NEW COVENANT DOMINION FCU,BRONX,NY
026084589,EAST RIVER DEVELOPMENT ALLIANCE FCU,LONG ISLAND CITY,NY
026084602,JOVIA FINANCIAL FEDERAL CREDIT UNION,WESTBURY,NY
026084628,THE FINEST FEDERAL CREDIT UNION,NEW YORK,NY
026084709,EVEREST FCU,JACKSON HEIGHTS,NY
026590798,FANNIE MAE,WASHINGTON,DC
026590808,FANNIE MAE,WASHINGTON,DC
028000024,JPMORGAN CHASE BANK  NA,TAMPA,FL
028000082,CITIBANK  NA,NEW CASTLE,DE
028000121,JPMORGAN CHASE BANK  NA,TAMPA,FL
028000325,BANK OF AMERICA  N.A.,RICHMOND,VA
028001081,HSBC BANK USA-POUGHKEEPSIE,BUFFALO,NY
028001489,CITIBANK N.A.,ENGLEWOOD CLIFFS,NJ
031000011,WELLS FARGO BANK,MINNEAPOLIS,MN
031000037,BANK OF NEW YORK MELLON,PITTSBURGH,PA
031000040,FEDERAL RESERVE BANK,ATLANTA,GA
031000053,PNCBANK  NATIONAL ASSOCIATION,PITTSBURGH,PA
031000503,WELLS FARGO BANK,MINNEAPOLIS,MN
031001175,PNC BANK,PITTSBURGH,PA
031054287,FRB PHILADELPHIA-REGISTRATIONS,PHILADELPHIA,PA
031100047,BANK OF NEW YORK MELLON,PITTSBURGH,PA
031100089,PNC BANK  NATIONAL ASSOCIATION,PITTSBURGH,PA
031100092,M & T BANK,AMHERST,NY
031100102,WILMINGTON SAVS FUND SOC,CLAYMONT,DE
031100144,JPMORGAN CHASE BANK  NA,TAMPA,FL
031100157,BNY MELLON-BPS,PITTSBURGH,PA
031100160,BANK OF AMERICA  N.A.,WILMINGTON,DE
031100173,M & T BANK,AMHERST,NY
031100209,CITIBANK NA,NEW CASTLE,DE
031100225,WELLS FARGO BANK,MINNEAPOLIS,MN
031100351,BANK OF NEW YORK MELLON,PITTSBURGH,PA
031100380,DEUTSCHE BANK TRUST COMPANY  DE,JERSEY CITY,NJ
031100393,JPMORGAN CHASE BANK  NA,TAMPA,FL
031100461,FULTON BANK  NA,EAST PETERSBURG,PA
031100490,PNC BANK INC. - BALTIMORE,PITTSBURGH,PA
031100555,CNB,EASTON,MD
031100636,WILMINGTON SAVS FUND SOC,HARRINGTON,DE
031100649,DISCOVER BANK,NEWARK,DE
031100869,WELLS FARGO BANK,MINNEAPOLIS,MN
031100872,COUNTY BANK,REHOBOTH BEACH,DE
031100908,CITIBANK (SOUTH DAKOTA) NA,SIOUX FALLS,SD
031100924,WILMINGTON SAVINGS FUND SOCIETY FSB,CLAYMONT,DE
031100966,APPLIED BANK,NEWARK,DE
031101017,TD BANK  NA,LEWISTON,ME
031101059,WILMINGTON SAVS FUND SOC,CLAYMONT,DE
031101091,CROSS COUNTRY BANK,WILMINGTON,DE
031101114,THEBANCORP.COM BANK,WILMINGTON,DE
031101143,CITIZENS BANK,RIVERSIDE,RI
031101169,THE BANCORP COM,SIOUX FALLS,SD
031101185,HSBC BANK  USA  N.A.,BUFFALO,NY
031101208,HSBC TRUST COMPANY DELAWARE N.A.,WILMINGTON,DE
031101211,COMMUNITY BANK DELAWARE,LEWES,DE
031101240,FIRST CITIZENS COMMUNITY BANK,MANSFIELD,PA
031101279,THE BANCORP BANK,WILMINGTON,DE
031101321,BARCLAYS BANK DELAWARE,WILMINGTON,DE
031101334,SOFI BANK  NATIONAL ASSOCIATION,SAN FRANCISCO,CA
031176110,CAPITAL ONE N.A.,RICHMOND,VA
031176136,ALLY BANK,FORT WASHINGTON,PA
031176246,ARTISANS' BANK,WILMINGTON,DE
031189327,STEPPING STONES COMMUNITY FCU,WILMINGTON,DE
031200730,WELLS FARGO BANK,MINNEAPOLIS,MN
031201085,THE PENNSVILLE NATL BK,PENNSVILLE,NJ
031201328,TD BANK  NA,LEWISTON,ME
031201360,TD BANK  NA,LEWISTON,ME
031201467,WELLS FARGO BANK,MINNEAPOLIS,MN
031202084,BANK OF AMERICA N.A.,RICHMOND,VA
031203915,FIRST NATL BANK,ELMER,NJ
031203999,PNC BANK,PITTSBURGH,PA
031204710,TRUIST BANK,WILSON,NC
031204804,1ST NATL BK ABSECON,ABSECON,NJ
031205081,FULTON BANK  NA,EAST PETERSBURG,PA
031205340,NEWFIELD NATIONAL BANK,NEWFIELD,NJ
031205913,PNC BANK  NA,PITTSBURGH,PA
031205955,TRUIST BANK,WILSON,NC
031206420,OCEANFIRST BANK  NATIONAL ASSOCIATIO,TOMS RIVER,NJ
031207607,PNC BANK  NEW JERSEY,PITTSBURGH,PA
031207636,FULTON BANK  NA,EAST PETERSBURG,PA
031207649,FULTON BANK  NA,EAST PETERSBURG,PA
031207652,CITIZENS BANK  NATIONAL ASSOCIATION,RIVERSIDE,RI
031207678,LAKELAND BANK,OAKRIDGE,NJ
031207694,CROWN BANK,BRICK,NJ
031207801,TD BANK  NA,LEWISTON,ME
031207814,PARKE BANK,CHERRY HILL,NJ
031207827,NORTHFIELD BANK,WOODBRIDGE,NJ
031207830,CORNERSTONE BANK,MT. LAUREL,NJ
031207843,OCEANFIRST BANK,TOMS RIVER,NJ
031207856,FIRST-CITIZENS BANK & TRUST CO,RALEIGH,NC
031207869,1ST COLONIAL NATIONAL BANK,CHERRY HILL,NJ
031207872,NEW CENTURY BANK,PHOENIXVILLE,PA
031207885,FIRST BANK,HAMILTON,NJ
031207898,THE BANK OF DELMARVA,SALISBURY,MD
031207908,INTERSTATE NET BANK,CHERRY HILL,NJ
031207911,BERKSHIRE BANK,PETTSFIELD,MA
031207924,FIRST BANK,HAMILTON,NJ
031207937,OCEANFIRST BANK  NATIONAL ASSOCIATIO,HAMMONTON,NJ
031207940,THE BANK OF PRINCETON,PRINCETON,NJ
031207966,FIRST BANK,WILLIAMSTOWN,NJ
031207979,LAKELAND BANK,OAK RIDGE,NJ
031275998,FLAGSTAR BANK  NA,HICKSVILLE,NY
031276049,SPENCER SAVINGS BANK  SLA,ELMWOOD PARK,NJ
031276120,OCEANFIRST BANK,TOMS RIVER,NJ
031300012,PNCBANK  N.A.,PITTSBURGH,PA
031300135,PEOPLES SERCURITY BANK AND TRUST COM,SCRANTON,PA
031300562,PNC BANK,PITTSBURGH,PA
031300575,BANK OF NEW YORK MELLON,PITTSBURGH,PA
031300821,BANK OF NEW YORK MELLON,PITTSBURGH,PA
031300834,M & T BANK,AMHERST,NY
031301053,FIRST NATIONAL BANK OF PENNSYLVANIA,HERMITAGE,PA
031301066,AMERISERV FINANCIAL BANK,JOHNSTOWN,PA
031301192,M & T BANK,AMHERST,NY
031301422,FULTON BANK  NA,EAST PETERSBURG,PA
031301532,M & T BANK,AMHERST,NY
031301590,FULTON BANK,EAST PETERSBURG,PA
031301752,ATLANTIC COMMUNITY BANKERS BANK,CAMP HILL,PA
031301846,FIRST NATIONAL BANK OF PENNSYLVANIA,HERMITAGE,PA
031301998,TRUIST BANK,WILSON,NC
031302117,SANTANDER BANK,WYOMISSING,PA
031302133,FULTON BANK  NA,EAST PETERSBURG,PA
031302447,PNC BANK  NA,PITTSBURGH,PA
031302515,MID PENN BANK,HALIFAX,PA
031302528,WOODLANDS BANK,WILLIAMSPORT,PA
031302638,FIRST NATIONAL BANK OF PENNSYLVANIA,HERMITAGE,PA
031302696,THE BANCORP BANK,WILMINGTON,DE
031302777,WELLS FARGO BANK  N.A.,MINNEAPOLIS,MN
031302780,FULTON BANK,EAST PETERSBURG,PA
031302803,KEYBANK NATIONAL ASSOCIATION,ALBANY,NY
031302861,COMMUNITY BANK N.A.,CANTON,NY
031302955,M & T BANK,AMHERST,NY
031302971,CUSTOMERS BANK,PHOENIXVILLE,PA
031302997,AMERICAN BANK,ALLENTOWN,PA
031303093,UNB BANK,MT CARMEL,PA
